name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
K2-54 b,574,1.6 Earths,14.042,2016
K2-55 b,523,14 Earths,13.546,2016
K2-57 b,868,5.06 Earths,14.501,2016
K2-58 b,596,7.65 Earths,12.378,2016
K2-48 b,1033,5.65 Earths,14.277,2016
K2-49 b,1511,4.38 Earths,15.668,2016
K2-4 b,761,5.06 Earths,14.907,2015
K2-50 b,846,3.15 Earths,14.717,2016
K2-52 b,3398,144 Jupiters,15.255,2016
K2-53 b,454,7.27 Earths,12.148,2016
K2-54 b,574,1.6 Earths,14.042,2016
K2-55 b,523,14 Earths,13.546,2016
K2-57 b,868,5.06 Earths,14.501,2016
K2-58 b,596,7.65 Earths,12.378,2016
K2-48 b,1033,5.65 Earths,14.277,2016
K2-49 b,1511,4.38 Earths,15.668,2016
K2-4 b,761,5.06 Earths,14.907,2015
K2-50 b,846,3.15 Earths,14.717,2016
K2-52 b,3398,144 Jupiters,15.255,2016
K2-53 b,454,7.27 Earths,12.148,2016
K2-54 b,574,1.6 Earths,14.042,2016
K2-55 b,523,14 Earths,13.546,2016
K2-57 b,868,5.06 Earths,14.501,2016
K2-58 b,596,7.65 Earths,12.378,2016
K2-48 b,1033,5.65 Earths,14.277,2016
K2-49 b,1511,4.38 Earths,15.668,2016
K2-4 b,761,5.06 Earths,14.907,2015
K2-50 b,846,3.15 Earths,14.717,2016
K2-52 b,3398,144 Jupiters,15.255,2016
K2-53 b,454,7.27 Earths,12.148,2016
K2-54 b,574,1.6 Earths,14.042,2016
K2-55 b,523,14 Earths,13.546,2016
K2-57 b,868,5.06 Earths,14.501,2016
K2-58 b,596,7.65 Earths,12.378,2016
K2-58 c,596,3.26 Earths,12.378,2016
K2-58 d,596,3.57 Earths,12.378,2016
K2-59 b,1025,6.39 Earths,14.226,2016
K2-59 c,1025,5.9 Earths,14.226,2016
K2-5 b,666,4.31 Earths,14.91,2015
K2-5 c,666,5.73 Earths,14.91,2015
K2-60 b,1627,0.426 Jupiters,12.789,2016
K2-61 b,1339,6.71 Earths,12.991,2016
K2-62 b,368,5.22 Earths,12.397,2016
K2-62 c,368,5.22 Earths,12.397,2016
K2-63 b,1711,10.5 Earths,12.876,2016
K2-63 c,1711,14.5 Earths,12.876,2016
K2-64 b,1653,4.94 Earths,14.086,2016
K2-65 b,255,3.12 Earths,10.801,2016
K2-66 b,1698,21.3 Earths,11.71,2016
K2-68 b,553,3.12 Earths,12.977,2016
K2-69 b,592,5.99 Earths,15.057,2016
K2-6 b,1043,6.8 Earths,12.654,2015
K2-70 b,765,8.7 Earths,12.989,2016
K2-71 b,502,5.27 Earths,15.189,2016
K2-72 b,217,1.28 Earths,15.309,2016
K2-72 c,217,1.65 Earths,15.309,2016
K2-72 d,217,1.01 Earths,15.309,2016
K2-72 e,217,2.21 Earths,15.309,2016
K2-73 b,885,6.57 Earths,11.345,2016
K2-74 b,1246,5.95 Earths,12.588,2016
K2-75 b,1862,7.61 Earths,12.701,2016
K2-75 c,1862,8.1 Earths,12.701,2016
K2-77 b,464,1.9 Jupiters,12.158,2016
K2-79 b,841,13.2 Earths,12.075,2016
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-80 d,659,7.04 Earths,12.626,2018
K2-81 b,829,4.54 Earths,14.364,2016
K2-83 b,411,2.08 Earths,14.514,2016
K2-83 c,411,2.8 Earths,14.514,2016
K2-84 b,937,6.39 Earths,13.443,2016
K2-84 c,937,4.78 Earths,13.443,2016
K2-85 b,318,1.01 Earths,12.831,2016
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-80 d,659,7.04 Earths,12.626,2018
K2-81 b,829,4.54 Earths,14.364,2016
K2-83 b,411,2.08 Earths,14.514,2016
K2-83 c,411,2.8 Earths,14.514,2016
K2-84 b,937,6.39 Earths,13.443,2016
K2-84 c,937,4.78 Earths,13.443,2016
K2-85 b,318,1.01 Earths,12.831,2016
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-80 d,659,7.04 Earths,12.626,2018
K2-81 b,829,4.54 Earths,14.364,2016
K2-83 b,411,2.08 Earths,14.514,2016
K2-83 c,411,2.8 Earths,14.514,2016
K2-84 b,937,6.39 Earths,13.443,2016
K2-84 c,937,4.78 Earths,13.443,2016
K2-85 b,318,1.01 Earths,12.831,2016
K2-7 b,2462,7.61 Earths,13.213,2015
K2-80 b,659,4.7 Earths,12.626,2016
K2-80 c,659,2.76 Earths,12.626,2016
K2-80 d,659,7.04 Earths,12.626,2018
K2-81 b,829,4.54 Earths,14.364,2016
K2-83 b,411,2.08 Earths,14.514,2016
K2-83 c,411,2.8 Earths,14.514,2016
K2-84 b,937,6.39 Earths,13.443,2016
K2-84 c,937,4.78 Earths,13.443,2016
K2-85 b,318,1.01 Earths,12.831,2016
K2-86 b,850,4.5 Earths,13.167,2016
K2-87 b,1643,0.141 Jupiters,14.134,2016
K2-88 b,362,2.04 Earths,15.476,2016
K2-89 b,281,0.17 Earths,14.162,2016
K2-8 b,1331,12.5 Earths,14.61,2015
K2-8 c,1331,6.39 Earths,14.61,2016
K2-90 b,440,7.27 Earths,13.855,2016
K2-90 c,440,2.24 Earths,13.855,2016
K2-91 b,204,1.37 Earths,15.572,2016
K2-95 b,589,14.3 Earths,16.084,2016
K2-97 b,2837,0.48 Jupiters,12.611,2016
K2-98 b,1717,32.2 Earths,12.166,2016
K2-99 b,1704,0.97 Jupiters,11.149,2016
K2-9 b,271,5.69 Earths,15.63,2015
Kappa Andromedae b,163,13.616 Jupiters,4.14,2012
Kappa Coronae Borealis b,98,2.17 Jupiters,4.79,2007
Kapteyn c,13,7 Earths,8.845,2014
KELT-10 b,597,0.679 Jupiters,10.854,2016
KELT-11 b,324,0.171 Jupiters,8.04,2017
KELT-12 b,1174,0.95 Jupiters,10.59,2017
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
KELT-24 b,313,5.18 Jupiters,8.332,2019
KELT-2 A b,439,1.7 Jupiters,8.713,2012
KELT-3 b,689,1.94 Jupiters,9.873,2013
KELT-4 A b,685,0.902 Jupiters,9.98,2016
KELT-6 b,791,0.52 Jupiters,10.418,2014
KELT-6 c,791,3.71 Jupiters,10.418,2015
KELT-7 b,448,1.39 Jupiters,8.54,2015
KELT-8 b,648,0.66 Jupiters,10.833,2015
KELT-9 b,671,2.88 Jupiters,7.55,2017
Kepler-1000 b,3017,20.3 Earths,13.192,2016
Kepler-1001 b,3291,10.1 Earths,15.33,2016
Kepler-1001 c,3291,3.11 Earths,15.33,2020
Kepler-1002 b,1386,3.57 Earths,11.647,2016
Kepler-1003 b,2848,3.82 Earths,14.023,2016
Kepler-1004 b,3523,32.5 Earths,13.4,2016
Kepler-1005 b,1680,2.86 Earths,13.184,2016
Kepler-1006 b,1618,2.99 Earths,14.563,2016
Kepler-1007 b,1191,2.67 Earths,14.735,2016
Kepler-1008 b,975,2.18 Earths,13.379,2016
Kepler-1009 b,917,5.35 Earths,15.301,2016
Kepler-100 b,1003,7.34 Earths,11.129,2014
Kepler-100 c,1003,7.05 Earths,11.129,2014
Kepler-100 d,1003,3 Earths,11.129,2014
Kepler-1010 b,1990,5.99 Earths,14.687,2016
Kepler-1011 b,2805,8.6 Earths,15.203,2016
Kepler-1012 b,1370,2.21 Earths,13.315,2016
Kepler-1013 b,1412,5.27 Earths,14.408,2016
Kepler-1014 b,2192,6.3 Earths,14.627,2016
Kepler-1015 b,3040,12.3 Earths,12.759,2016
Kepler-1016 b,4042,5.39 Earths,15.319,2016
Kepler-1016 c,4042,13.1 Earths,15.319,2016
Kepler-1017 b,1807,4.62 Earths,14.115,2016
Kepler-1018 b,2916,7.18 Earths,15.014,2016
Kepler-1019 b,646,2.73 Earths,13.593,2016
Kepler-101 b,3110,0.16 Jupiters,13.8,2014
Kepler-101 c,3110,3.78 Earths,13.8,2014
Kepler-1020 b,1455,5.82 Earths,13.983,2016
Kepler-1021 b,2730,6.04 Earths,15.173,2016
Kepler-1022 b,1484,6.17 Earths,15.377,2016
Kepler-1023 b,2238,7.41 Earths,14.502,2016
Kepler-1024 b,3317,14.5 Earths,16.006,2016
Kepler-1025 b,2336,4.58 Earths,13.556,2016
Kepler-1026 b,1269,5.52 Earths,14.202,2016
Kepler-1027 b,949,0.64 Earths,12.84,2016
Kepler-1028 b,2065,2.33 Earths,14.31,2016
Kepler-1029 b,1377,2.13 Earths,14.301,2016
Kepler-102 b,353,4.3 Earths,11.478,2014
Kepler-102 c,353,3 Earths,11.478,2014
Kepler-102 d,353,3.8 Earths,11.478,2014
Kepler-102 e,353,8.93 Earths,11.478,2013
Kepler-1024 b,3317,14.5 Earths,16.006,2016
Kepler-1025 b,2336,4.58 Earths,13.556,2016
Kepler-1026 b,1269,5.52 Earths,14.202,2016
Kepler-1027 b,949,0.64 Earths,12.84,2016
Kepler-1028 b,2065,2.33 Earths,14.31,2016
Kepler-1029 b,1377,2.13 Earths,14.301,2016
Kepler-102 b,353,4.3 Earths,11.478,2014
Kepler-102 c,353,3 Earths,11.478,2014
Kepler-102 d,353,3.8 Earths,11.478,2014
Kepler-102 e,353,8.93 Earths,11.478,2013
Kepler-1024 b,3317,14.5 Earths,16.006,2016
Kepler-1025 b,2336,4.58 Earths,13.556,2016
Kepler-1026 b,1269,5.52 Earths,14.202,2016
Kepler-1027 b,949,0.64 Earths,12.84,2016
Kepler-1028 b,2065,2.33 Earths,14.31,2016
Kepler-1029 b,1377,2.13 Earths,14.301,2016
Kepler-102 b,353,4.3 Earths,11.478,2014
Kepler-102 c,353,3 Earths,11.478,2014
Kepler-102 d,353,3.8 Earths,11.478,2014
Kepler-102 e,353,8.93 Earths,11.478,2013
Kepler-1024 b,3317,14.5 Earths,16.006,2016
Kepler-1025 b,2336,4.58 Earths,13.556,2016
Kepler-1026 b,1269,5.52 Earths,14.202,2016
Kepler-1027 b,949,0.64 Earths,12.84,2016
Kepler-1028 b,2065,2.33 Earths,14.31,2016
Kepler-1029 b,1377,2.13 Earths,14.301,2016
Kepler-102 b,353,4.3 Earths,11.478,2014
Kepler-102 c,353,3 Earths,11.478,2014
Kepler-102 d,353,3.8 Earths,11.478,2014
Kepler-102 e,353,8.93 Earths,11.478,2013
Kepler-102 f,353,5.2 Earths,11.478,2014
Kepler-1030 b,2593,6.71 Earths,15.716,2016
Kepler-1031 b,2417,0.59 Earths,13.8,2016
Kepler-1032 b,1980,4.16 Earths,15.799,2016
Kepler-1033 b,4648,6.85 Earths,15.929,2016
Kepler-1034 b,2303,5.73 Earths,15.074,2016
Kepler-1035 b,1331,1.71 Earths,13.005,2016
Kepler-1036 b,1654,9.32 Earths,13.764,2016
Kepler-1037 b,1471,2.18 Earths,14.231,2016
Kepler-1038 b,2029,12.2 Earths,14.856,2016
Kepler-1039 b,1057,2.73 Earths,14.096,2016
Kepler-103 b,1637,9.7 Earths,12.247,2014
Kepler-103 c,1637,36.1 Earths,12.247,2014
Kepler-1040 b,1543,4.98 Earths,13.322,2016
Kepler-1041 b,3193,8.96 Earths,14.442,2016
Kepler-1042 b,2150,5.43 Earths,15.672,2016
Kepler-1043 b,2734,7.04 Earths,14.762,2016
Kepler-1044 b,4916,7.61 Earths,15.306,2016
Kepler-1045 b,3167,7.7 Earths,15.549,2016
Kepler-1046 b,1690,3.57 Earths,13.248,2016
Kepler-1047 b,1846,5.02 Earths,13.329,2016
Kepler-1047 c,1846,0.937 Earths,13.329,2016
Kepler-1048 b,1354,3.22 Earths,14.844,2016
Kepler-1049 b,421,0.809 Earths,14.156,2016
Kepler-104 b,1322,19.6 Earths,12.57,2014
Kepler-104 c,1322,9.96 Earths,12.57,2014
Kepler-104 d,1322,12.5 Earths,12.57,2014
Kepler-1050 b,1810,3.19 Earths,13.072,2016
Kepler-1050 c,1810,2.79 Earths,13.072,2016
Kepler-1051 b,3331,11.5 Earths,13.116,2016
Kepler-1052 b,3428,8.91 Earths,14.861,2016
Kepler-1053 b,558,0.904 Earths,13.209,2016
Kepler-1054 b,3425,7.41 Earths,14.085,2016
Kepler-1055 b,1377,2.04 Earths,13.073,2016
Kepler-1056 b,3167,9.32 Earths,14.56,2016
Kepler-1057 b,4769,11.2 Earths,15.608,2016
Kepler-1058 b,1713,7.85 Earths,15.504,2016
Kepler-1059 b,2195,3.64 Earths,15.489,2016
Kepler-105 b,1518,5.1 Earths,12.802,2013
Kepler-105 c,1518,4.6 Earths,12.802,2014
Kepler-1052 b,3428,8.91 Earths,14.861,2016
Kepler-1053 b,558,0.904 Earths,13.209,2016
Kepler-1054 b,3425,7.41 Earths,14.085,2016
Kepler-1055 b,1377,2.04 Earths,13.073,2016
Kepler-1056 b,3167,9.32 Earths,14.56,2016
Kepler-1057 b,4769,11.2 Earths,15.608,2016
Kepler-1058 b,1713,7.85 Earths,15.504,2016
Kepler-1059 b,2195,3.64 Earths,15.489,2016
Kepler-105 b,1518,5.1 Earths,12.802,2013
Kepler-105 c,1518,4.6 Earths,12.802,2014
Kepler-1069 b,1419,3.19 Earths,13.098,2016
Kepler-106 b,1468,5.3 Earths,12.839,2014
Kepler-106 c,1468,10.44 Earths,12.839,2014
Kepler-106 d,1468,8.1 Earths,12.839,2014
Kepler-106 e,1468,11.17 Earths,12.839,2014
Kepler-1070 b,3392,3.64 Earths,13.913,2016
Kepler-1071 b,3145,6.26 Earths,15.829,2016
Kepler-1072 b,3184,3.12 Earths,13.842,2016
Kepler-1073 b,2730,5.9 Earths,14.532,2016
Kepler-1073 c,2730,3.33 Earths,14.532,2016
Kepler-1069 b,1419,3.19 Earths,13.098,2016
Kepler-106 b,1468,5.3 Earths,12.839,2014
Kepler-106 c,1468,10.44 Earths,12.839,2014
Kepler-106 d,1468,8.1 Earths,12.839,2014
Kepler-106 e,1468,11.17 Earths,12.839,2014
Kepler-1070 b,3392,3.64 Earths,13.913,2016
Kepler-1071 b,3145,6.26 Earths,15.829,2016
Kepler-1072 b,3184,3.12 Earths,13.842,2016
Kepler-1073 b,2730,5.9 Earths,14.532,2016
Kepler-1073 c,2730,3.33 Earths,14.532,2016
Kepler-1069 b,1419,3.19 Earths,13.098,2016
Kepler-106 b,1468,5.3 Earths,12.839,2014
Kepler-106 c,1468,10.44 Earths,12.839,2014
Kepler-106 d,1468,8.1 Earths,12.839,2014
Kepler-106 e,1468,11.17 Earths,12.839,2014
Kepler-1070 b,3392,3.64 Earths,13.913,2016
Kepler-1071 b,3145,6.26 Earths,15.829,2016
Kepler-1072 b,3184,3.12 Earths,13.842,2016
Kepler-1073 b,2730,5.9 Earths,14.532,2016
Kepler-1073 c,2730,3.33 Earths,14.532,2016
Kepler-1069 b,1419,3.19 Earths,13.098,2016
Kepler-106 b,1468,5.3 Earths,12.839,2014
Kepler-106 c,1468,10.44 Earths,12.839,2014
Kepler-106 d,1468,8.1 Earths,12.839,2014
Kepler-106 e,1468,11.17 Earths,12.839,2014
Kepler-1070 b,3392,3.64 Earths,13.913,2016
Kepler-1071 b,3145,6.26 Earths,15.829,2016
Kepler-1072 b,3184,3.12 Earths,13.842,2016
Kepler-1073 b,2730,5.9 Earths,14.532,2016
Kepler-1073 c,2730,3.33 Earths,14.532,2016
Kepler-1074 b,799,2.1 Earths,15.006,2016
Kepler-1075 b,864,2.6 Earths,15.37,2016
Kepler-1076 b,649,0.437 Earths,12.949,2016
Kepler-1077 b,3582,8.1 Earths,14.998,2016
Kepler-1078 b,3963,4.27 Earths,15.607,2016
Kepler-1079 b,1569,3.29 Earths,12.584,2016
Kepler-107 b,1714,3.51 Earths,12.7,2014
Kepler-107 c,1714,9.39 Earths,12.7,2014
Kepler-107 d,1714,3.8 Earths,12.7,2014
Kepler-107 e,1714,8.6 Earths,12.7,2014
Kepler-1080 b,2244,10.8 Earths,13.409,2016
Kepler-1081 b,1386,1.01 Earths,13.711,2016
Kepler-1082 b,2049,1.46 Earths,13.342,2016
Kepler-1083 b,2975,11.2 Earths,15.85,2016
Kepler-1084 b,1393,1.41 Earths,12.158,2016
Kepler-1085 b,4952,0.13 Jupiters,15.247,2016
Kepler-1085 c,4952,10.7 Earths,15.247,2020
Kepler-1086 b,1514,6.53 Earths,15.555,2016
Kepler-1086 c,1514,8.96 Earths,15.555,2016
Kepler-1087 b,1155,0.165 Earths,12.901,2016
Kepler-1095 b,2473,1.92 Earths,14.526,2016
Kepler-1096 b,1122,2.07 Earths,15.061,2016
Kepler-1097 b,2407,10.7 Earths,15.207,2016
Kepler-1098 b,2858,2.24 Earths,14.733,2016
Kepler-1099 b,3944,8.4 Earths,15.134,2016
Kepler-109 b,1570,7.3 Earths,12.295,2014
Kepler-109 c,1570,21.8 Earths,12.295,2014
Kepler-10 b,608,4.60853 Earths,10.94,2011
Kepler-10 c,608,7.37 Earths,10.94,2011
Kepler-1100 b,3066,3.71 Earths,13.822,2016
Kepler-1095 b,2473,1.92 Earths,14.526,2016
Kepler-1096 b,1122,2.07 Earths,15.061,2016
Kepler-1097 b,2407,10.7 Earths,15.207,2016
Kepler-1098 b,2858,2.24 Earths,14.733,2016
Kepler-1099 b,3944,8.4 Earths,15.134,2016
Kepler-109 b,1570,7.3 Earths,12.295,2014
Kepler-109 c,1570,21.8 Earths,12.295,2014
Kepler-10 b,608,4.60853 Earths,10.94,2011
Kepler-10 c,608,7.37 Earths,10.94,2011
Kepler-1100 b,3066,3.71 Earths,13.822,2016
Kepler-1095 b,2473,1.92 Earths,14.526,2016
Kepler-1096 b,1122,2.07 Earths,15.061,2016
Kepler-1097 b,2407,10.7 Earths,15.207,2016
Kepler-1098 b,2858,2.24 Earths,14.733,2016
Kepler-1099 b,3944,8.4 Earths,15.134,2016
Kepler-109 b,1570,7.3 Earths,12.295,2014
Kepler-109 c,1570,21.8 Earths,12.295,2014
Kepler-10 b,608,4.60853 Earths,10.94,2011
Kepler-10 c,608,7.37 Earths,10.94,2011
Kepler-1100 b,3066,3.71 Earths,13.822,2016
Kepler-1095 b,2473,1.92 Earths,14.526,2016
Kepler-1096 b,1122,2.07 Earths,15.061,2016
Kepler-1097 b,2407,10.7 Earths,15.207,2016
Kepler-1098 b,2858,2.24 Earths,14.733,2016
Kepler-1099 b,3944,8.4 Earths,15.134,2016
Kepler-109 b,1570,7.3 Earths,12.295,2014
Kepler-109 c,1570,21.8 Earths,12.295,2014
Kepler-10 b,608,4.60853 Earths,10.94,2011
Kepler-10 c,608,7.37 Earths,10.94,2011
Kepler-1100 b,3066,3.71 Earths,13.822,2016
Kepler-1095 b,2473,1.92 Earths,14.526,2016
Kepler-1096 b,1122,2.07 Earths,15.061,2016
Kepler-1097 b,2407,10.7 Earths,15.207,2016
Kepler-1098 b,2858,2.24 Earths,14.733,2016
Kepler-1099 b,3944,8.4 Earths,15.134,2016
Kepler-109 b,1570,7.3 Earths,12.295,2014
Kepler-109 c,1570,21.8 Earths,12.295,2014
Kepler-10 b,608,4.60853 Earths,10.94,2011
Kepler-10 c,608,7.37 Earths,10.94,2011
Kepler-1100 b,3066,3.71 Earths,13.822,2016
Kepler-1101 b,2926,6.66 Earths,15.096,2016
Kepler-1102 b,3216,7.56 Earths,14.922,2016
Kepler-1103 b,3004,5.77 Earths,14.073,2016
Kepler-1104 b,1683,2.04 Earths,12.083,2016
Kepler-1105 b,1204,4.7 Earths,15.142,2016
Kepler-1106 b,3810,3.36 Earths,14.628,2016
Kepler-1107 b,1491,2.36 Earths,14.128,2016
Kepler-1108 b,2492,2.73 Earths,14.919,2016
Kepler-1109 b,2600,5.43 Earths,14.266,2016
Kepler-110 b,1946,4.01 Earths,12.902,2014
Kepler-110 c,1946,5.52 Earths,12.902,2014
Kepler-1110 b,2368,7.56 Earths,15.887,2016
Kepler-1111 b,3725,4.66 Earths,14.715,2016
Kepler-1112 b,5656,9.38 Earths,14.561,2016
Kepler-1113 b,3676,8.3 Earths,14.783,2016
Kepler-1114 b,1393,2.39 Earths,13.758,2016
Kepler-1115 b,3050,3.53 Earths,11.882,2016
Kepler-1116 b,3317,6.99 Earths,15.235,2016
Kepler-1117 b,2019,1.41 Earths,14.124,2016
Kepler-1118 b,2668,7.95 Earths,14.956,2016
Kepler-1119 b,4201,4.35 Earths,15.067,2016
Kepler-111 b,2185,3.12 Earths,13.419,2014
Kepler-111 c,2185,0.132 Jupiters,13.419,2014
Kepler-1120 b,2071,2.48 Earths,15.304,2016
Kepler-1121 b,1726,4.31 Earths,12.017,2016
Kepler-1122 b,3014,4.82 Earths,15.102,2016
Kepler-1123 b,2597,3.43 Earths,14.807,2016
Kepler-1124 b,577,2.18 Earths,15.968,2016
Kepler-1125 b,2968,4.04 Earths,14.877,2016
Kepler-1126 b,2179,3.64 Earths,14.021,2016
Kepler-1127 b,3249,4.5 Earths,15.133,2016
Kepler-1128 b,3794,12.9 Earths,15.686,2016
Kepler-1129 b,4104,9.06 Earths,15.257,2016
Kepler-1129 c,4104,7.9 Earths,15.257,2016
Kepler-112 b,1699,6.17 Earths,13.766,2014
Kepler-112 c,1699,6.35 Earths,13.766,2014
Kepler-1130 b,763,0.437 Earths,12.396,2016
Kepler-1131 b,3618,3.15 Earths,14.937,2016
Kepler-1132 b,3066,6.12 Earths,15.472,2016
Kepler-1133 b,2678,4.54 Earths,14.81,2016
Kepler-1127 b,3249,4.5 Earths,15.133,2016
Kepler-1128 b,3794,12.9 Earths,15.686,2016
Kepler-1129 b,4104,9.06 Earths,15.257,2016
Kepler-1129 c,4104,7.9 Earths,15.257,2016
Kepler-112 b,1699,6.17 Earths,13.766,2014
Kepler-112 c,1699,6.35 Earths,13.766,2014
Kepler-1130 b,763,0.437 Earths,12.396,2016
Kepler-1131 b,3618,3.15 Earths,14.937,2016
Kepler-1132 b,3066,6.12 Earths,15.472,2016
Kepler-1133 b,2678,4.54 Earths,14.81,2016
Kepler-1127 b,3249,4.5 Earths,15.133,2016
Kepler-1128 b,3794,12.9 Earths,15.686,2016
Kepler-1129 b,4104,9.06 Earths,15.257,2016
Kepler-1129 c,4104,7.9 Earths,15.257,2016
Kepler-112 b,1699,6.17 Earths,13.766,2014
Kepler-112 c,1699,6.35 Earths,13.766,2014
Kepler-1130 b,763,0.437 Earths,12.396,2016
Kepler-1131 b,3618,3.15 Earths,14.937,2016
Kepler-1132 b,3066,6.12 Earths,15.472,2016
Kepler-1133 b,2678,4.54 Earths,14.81,2016
Kepler-1127 b,3249,4.5 Earths,15.133,2016
Kepler-1128 b,3794,12.9 Earths,15.686,2016
Kepler-1129 b,4104,9.06 Earths,15.257,2016
Kepler-1129 c,4104,7.9 Earths,15.257,2016
Kepler-112 b,1699,6.17 Earths,13.766,2014
Kepler-112 c,1699,6.35 Earths,13.766,2014
Kepler-1130 b,763,0.437 Earths,12.396,2016
Kepler-1131 b,3618,3.15 Earths,14.937,2016
Kepler-1132 b,3066,6.12 Earths,15.472,2016
Kepler-1133 b,2678,4.54 Earths,14.81,2016
Kepler-1134 b,3252,7.46 Earths,15.825,2016
Kepler-1135 b,2375,4.08 Earths,14.295,2016
Kepler-1136 b,1778,3.33 Earths,15.642,2016
Kepler-1137 b,3167,5.48 Earths,12.691,2016
Kepler-1138 b,3591,3.53 Earths,15.336,2016
Kepler-1139 b,1810,1.81 Earths,14.135,2016
Kepler-113 b,862,11.7 Earths,13.46,2014
Kepler-113 c,862,8.7 Earths,13.46,2014
Kepler-1140 b,2143,8.1 Earths,15.453,2016
Kepler-1141 b,1191,0.477 Earths,12.335,2016
Kepler-1142 b,2274,2.76 Earths,14.278,2016
Kepler-1143 b,2062,3.43 Earths,15.194,2016
Kepler-1143 c,2062,12.6 Earths,15.194,2016
Kepler-1144 b,3301,4.62 Earths,14.913,2016
Kepler-1145 b,2329,2.54 Earths,15.45,2016
Kepler-1146 b,2264,2.04 Earths,15.85,2016
Kepler-1147 b,4815,7.32 Earths,15.356,2016
Kepler-1148 b,2225,3.5 Earths,15.281,2016
Kepler-1149 b,3337,2.67 Earths,14.931,2016
Kepler-114 b,853,6.8 Earths,13.712,2014
Kepler-114 c,853,2.8 Earths,13.712,2013
Kepler-114 d,853,3.9 Earths,13.712,2013
Kepler-1150 b,1217,1.04 Earths,14.423,2016
Kepler-1151 b,2489,5.56 Earths,14.857,2016
Kepler-1152 b,600,0.59 Earths,14.598,2016
Kepler-1153 b,3865,3.64 Earths,15.798,2016
Kepler-1154 b,4994,6.08 Earths,14.779,2016
Kepler-1154 c,4994,6.17 Earths,14.779,2016
Kepler-1155 b,3220,4.78 Earths,14.739,2016
Kepler-1156 b,2476,2.3 Earths,14.126,2016
Kepler-1157 b,1129,1.32 Earths,14.377,2016
Kepler-1158 b,4104,6.08 Earths,13.574,2016
Kepler-1159 b,4038,6.21 Earths,14.545,2016
Kepler-115 b,2071,1.32 Earths,13.392,2014
Kepler-115 c,2071,7.27 Earths,13.392,2014
Kepler-1160 b,4218,5.22 Earths,15.8,2016
Kepler-1161 b,1396,5.18 Earths,15.8,2016
Kepler-1162 b,3226,5.52 Earths,15.485,2016
Kepler-1163 b,1589,1.08 Earths,12.118,2016
Kepler-1164 b,1458,1.46 Earths,14.09,2016
Kepler-1157 b,1129,1.32 Earths,14.377,2016
Kepler-1158 b,4104,6.08 Earths,13.574,2016
Kepler-1159 b,4038,6.21 Earths,14.545,2016
Kepler-115 b,2071,1.32 Earths,13.392,2014
Kepler-115 c,2071,7.27 Earths,13.392,2014
Kepler-1160 b,4218,5.22 Earths,15.8,2016
Kepler-1161 b,1396,5.18 Earths,15.8,2016
Kepler-1162 b,3226,5.52 Earths,15.485,2016
Kepler-1163 b,1589,1.08 Earths,12.118,2016
Kepler-1164 b,1458,1.46 Earths,14.09,2016
Kepler-1157 b,1129,1.32 Earths,14.377,2016
Kepler-1158 b,4104,6.08 Earths,13.574,2016
Kepler-1159 b,4038,6.21 Earths,14.545,2016
Kepler-115 b,2071,1.32 Earths,13.392,2014
Kepler-115 c,2071,7.27 Earths,13.392,2014
Kepler-1160 b,4218,5.22 Earths,15.8,2016
